,frase,sentimento
13601,"Após várias tentativas sem sucesso no dia 04/05/2015, no dia de hoje a Ellen conseguiu fazer funcionar o sistema de video-conferência pelo same-time. Parabéns",neutro
13602,Excelente atendimento ,positivo
13603,Concluído o reestabelecimento da rede com sucesso.,positivo
13604,Minha satisfação na verdade foi 10. O atendimento e o tempo para resolução em conseguir que fizesse a coisa certa com seu auxilio e orientação foi excelente. ,positivo
13605,Demora de 4h,negativo
13606,EXCELENTE,positivo
13607,"O atendimento foi rápido, uma vez informada à TI que sem aquela multifuncional o andar ficaria sem nenhuma.",positivo
13608,"A atividade foi concluída com agilidade, porém levou em torno de 24 horas para sua conclusão.",positivo
13609,Foi orientado a consultar a equipe do SIGETnet,neutro
13610,Agradecemos pelo Excelente Nível de Atendimento.,positivo
13611,Agradecemos pelo Excelente Nível de Atendimento.,positivo
13612,Agradecemos pela excelente nível de atendimento.,positivo
13613,Agradecemos pelo excelente nível de atendimento.,positivo
13614,Foi solicitado o cancelamento do remanejamento do ramal 826-2763,neutro
13615,muita boa vontade. mostrando clareza no conhecimento,positivo
13616,A chave esta cadastrada na TRANSPETRO. Precisamos que a mesma seja cadastrada na SIX/PQ para liberar os privilégios necessários para execução dos trabalhos da técnica. junto ao SCAD,neutro
13617,Infelizmente não tive meu problema resolvido estando até agora sem internet no meu micro.,negativo
13618,A solução foi muito eficiente e em tempo hábil,positivo
13619,"Meu chamado foi ""como posso ter permissão para crair atalho na rede"" e não foi esclarecido.",negativo
13620,"o computador continua desligando sem motivo aparente, mesmo depois do atendimento.",neutro
13621,Muito satisfeito!,positivo
13622,Atendimento realizado com excelência e eficácia.,positivo
13623,"Técnico educado,atencioso e pró-ativo. ",positivo
13624,Atendimento rápido e eficiente,positivo
13625,EXCELENTE ATENDIMENTO. ,positivo
13626,Atendimento muito bom,positivo
13627,Duvida ainda não esclarecida. Quero saber como faço para ter permissão para criar ATALHO e não pasta na rede.,negativo
13628,"Ambos atendentes muito atenciosos , muito profissionais nota 10",neutro
13629,rapidamente,neutro
13630,A atendente Iracema Maria resolveu em 2 minutos o problema que ontem em mais de 1h não foi resolvido por outro atendente.,negativo
13631,Excelente atendimento.,positivo
13632,Atendimento rápido e eficaz.,positivo
13633,continuo com o mesmo problema.,negativo
13634,Excelente atendimento.  ,positivo
13635,Proatividade do profissional,positivo
13636,"Atendimento foi muito bom, porém, o sistema caiu uma vez e gerou uma certa demora devido ao ocorrido. No mais, atendimento muito bom.",positivo
13637,ATENDIMENTO RÁPIDO E EFICAZ.,positivo
13638,Funcionário muito prestativo e atencioso,positivo
13639,Excelente atendimento.,positivo
13640,atendimento muito rapido ,positivo
13641,Ótimo,positivo
13642,FALTA FAZER SOLICITAÇÃO APLICATIVOS SAP PELO GERENTE,neutro
13643,"No dia de hoje, quem primeiro me atendeu foi a Adriana (devido à ocorrência de uma mensagem de erro ao inicialiizar o micro e, principalmente, devido à lentidão recorrente do meu micro já há algum tempo) e depois a Elaine (devido a lentidão do Notes). Ambas foram muito atenciosas e eficazes e merecedoras de reconhecimento e de um elogia de seus supervisores, nem que seja verbalmente. Att. Ramalho",neutro
13644,ótimo atendimento,positivo
13645,"Atendente foi muito atenciosa, mas o computador está muito ruim e foi necessário 1h52min para corrigir o problema. A empresa precisa fornecer computadores melhores.",negativo
13646,FIQUEI MUITO SASTIFEITO COM O ATENDIMETO,positivo
13647,"A Elaine foi muito atenciosa, eficaz e merece um elogio.",positivo
13648,FALTA FAZER SOLICITAÇÃO DOS APLICATIVOS. (SAP),neutro
13649,A Aline é muito prestativa e profissional. ,positivo
13650,ATENDIMENTO RAPIDO ,positivo
13651,atendimento excelente,positivo
13652,Atendimento muito eficiente,positivo
13653,Excelente atendimento,positivo
13654,Excelente atendimento! Muito obrigada!,positivo
13655,"a Bruna deu a informação que poderia ser feita a instalação pelo próprio usuário através do acesso ao conecte, mas mesmo assim foi proativa fazendo o acompanhamento da instalação e a sua realização uma vez que deu erro.",neutro
13656,Ótimo atendimento! Me ajudou bastante!,positivo
13657,"Falta complementar instalação do access 2010 que eu tenho licença e autorização para uso, conforme verificado pela TIC. Porém, o chamado foi encerrado e aberto um novo sem qualquer informação dessa licença. Acontece que o novo atendente nao auqer instalar o Access por falta de licença. O que faltou, na verdade foi a informação do atendente deste chamado, principalmente pq disse diversas vezes que eu trabalho com um sistema que só abre com o auxilio do Access 2010. ",negativo
13658,Excelente atendimento!,positivo
13659,ATENDENTE ATENCIOSO E PRESTATIVO.,positivo
13660,Perfeito,neutro
13661,exelente,positivo
13662,"Ótimo atendimento, rápido, ultrapassou as expectativas",positivo
13663,"Conforme orientação recebida no atendimento, enviei nota de correio para a chave AUT04 solicitando acesso a servidor PI da UO_BC. Aguardando atendimento da solicitação.",neutro
13664,O técnico me ensinou a resolver esse problema caso ele apareça novamente. ,neutro
13665,.,neutro
13666,Agradeço pelo pronto atendimento à minha solicitação,positivo
13667,"Inicialmente, o atendente não demonstrou boa-vontade no atendimento e parecia que não querer ajudar.",negativo
13668,Marcos veio em tempo razoável e foi  muito eficiente em seu trabalho. ,positivo
13669,Profissionalismo e competência do profissional em todo atendimento. Excelente.,positivo
13670,consegui na segunda tentativa e ontem fiquei muito tempo esperando....,negativo
13671,Ótimo atendimento.,positivo
13672,Fui informada a aguardar o processamento da análise de risco feita pelo gerente - DNZ9.,neutro
13673,Muito eficiente.,positivo
13674,Solicitei informação sobre o telefone 08002844056 mais soube que foi desativado,negativo
13675,Não foi resolvido o problema nem recebi visita de um técnico para a solução do mesmo.,neutro
13676,Ótimo atendimento.,positivo
13677,"Atendimento rápido, com orientação on-line e resolução do problema eficaz. ",positivo
13678,Havia um problema na configuração da Conferência que me impediu de ativá-la,neutro
13679,ótimo atendimento.,positivo
13680,MUITO BOM....ÓTIMO ATENDIMENTO E RÁPIDO.,positivo
13681,Atendimento de ótima qualidade e eficiência.,positivo
13682,AGRADEÇO A RAPIDEZ E PRESTEZA NO ETENDIMENTO,positivo
13683,Excelente atendimento.,positivo
13684,Ótimo atendimento!,positivo
13685,Registro um elogio ao excelente atendimento de Luiz Guilherme Lyra Palhares (chave Y87K).,positivo
13686,"Excelente o tempo de reposta em relação ao chamado, porém, o problema não foi resolvido e continua acontecendo até o momento. Monitor apagando e voltando ao normal novamente, constantemente.",neutro
13687,"Satisfeito pelo atendimento, porém o problema só foi solucionado após eu efetuar logoff no sistema.",positivo
13688,não era o programa esperava . em face de outros do mesmo nivel de ascesso e melhor    FOI INSTALADO O PROGRAMA  BENTLY VIEW - realmente  horrivel.,negativo
13689,Atendimento excelente.,positivo
13690,Muito eficiente,positivo
13691,"Atendimento péssimo pois o 881 não solucionou o problema, transferindo para o usuário a procura do problema com outros órgãos internos tal como Segurança Patrimonial, etc.",negativo
13692,Excelente atendiemnto. Resolvido o problema com precisão. Muito bom ter um bom atentimento e solução! Grata!,positivo
13693,gostaria de elogiar pela rapidez no atendimento,positivo
13694,Ótimo atendimento rápido e eficaz .,positivo
13695,"Nota 3 em função do primeiro atendimento.    Ao informar ao 1º atendente do SAP que estava com problema de acesso ao Sistema Hana, o mesmo imediatamente transferiu a ligação, informando não ser assunto relacionado ao SAP, demonstrando desconhecimento sobre os produtos/serviços para os quais presta atendimento.    Entretanto, após esclarecido o problema, fui prontamente atendido pelo 2º atendente do SAP.",negativo
13696,Equipe digna de elogios. Tive problemas com o troca-senha e com o notes. Equipe do TIC resolveu todas as pendências cabíveis.,positivo
13697,ATENDIMENTO 100  %,positivo
13698,Muito demorado. Uma hora de atendimento para instalar um Accsess no computador.,negativo
13699,"Rapido e objetivo, muito satisfeito com o atendimento",positivo
13700,ainda está incompleto: falta atribuir os grupos de permissões às pastas criadas!,negativo
13701,Atendimento ágil e eficaz.,positivo
13702,Excelente atendimento! Parabéns para a analista Renata!! ,positivo
13703,Rapidez e presteza do Aled Adriano.,positivo
13704,obrigado!!!!!!!!!!!,positivo
13705,Nota 10,positivo
13706,Bom atendimento.,neutro
13707,SERVIÇO EXECUTADO DE FORMA PLANEJADA E NEGOCIADA COM O CLIENTE.,neutro
13708,"O problema foi resolvido momentaneamente porém, após alguns instantes, retornou e continua ainda.",negativo
13709,Ótimo atendimento,positivo
13710,ótimo atendimento,positivo
13711,Serviço rapido.,positivo
13712,"total presteza do atendente, ao verificar o problema. o mesmo solucionou muito rapidamente. obrigado.",positivo
13713,Excelente atendimento prestado.,positivo
13714,O atendente informou que o controle de acesso deve ser solicitado diretamente ao responsável pela chave.,positivo
13715,O Atendente superou a minha expectativa. Atendeu com muita atenção e competencia. ,positivo
13716,Obrigada,positivo
13717,Excelente,positivo
13718,Ótimo! Muito obrigado!,positivo
13719,"Embora não resolvido, fui orientado sobre como buscar a solução.",neutro
13720,Excelente atendimento,positivo
13721,Aguardar a TIC tratar o problema que já foi reportado.,neutro
13722,Pronto atendimento ,positivo
13723,Pelo que entendi trata-se de correção no caminho pois o cliente não define o local.,neutro
13724,O Java também foi atualizado na máquina.,neutro
13725,EXCELENTE SERVIÇO ,positivo
13726,A ALED é 11,neutro
13727,Parabéns ,positivo
13728,Ótimo! Muito obrigado!,positivo
13729,ME FOI RECOMENDADO QUE PROCURASSE UM SETOR NA ADM DO PRÉDIO,negativo
13730,COMO EXPLICAR QUE UMA ÚNICA SOLICITAÇÃO GERE DIVERSOS IDs SENDO QUE BATOU UMA AÇÃO PARA A SOLUÇÃO DO PROBLEMA???,negativo
13731,"Tudo ok, atendimento ÓTIMO!",positivo
13732,O atendimento foi realizado da melhor forma possível. Parabéns.,positivo
13733,a atendente foi extremamente atenciosa porem nao conseguiu elevar o privilegio para resolver o problema. Excelente postura da Ohana.    ,positivo
13734,"ESSA PESQUISA NÃO CABE POIS ESTA SOLICITAÇÃO GEROU UMA OUTRA PARA MAPEAMENTO DO GPAS, QUE JÁ ANALISEI. NÃO FAZ SENTIDO UMA ÚNICA SOLICITAÇÃO GERAR MAIS DE 1 (UM) ID E VÁRIAS PESQUISAS",negativo
13735,NÃO DAREI NOTA POIS ATÉ AGORA NÃO RESOLVERAM O PROBLEMA,neutro
13736,Excelente atendimento e presteza do técnico. Obrigada!,positivo
13737,Excelente atendimento.,positivo
13738,Houve erro no cadastro do contrato ao não vincular o reajuste a linha.,neutro
13739,"Prezados, Boa Tarde!   O atendimento foi excelente, o serviço foi executado com êxito!  Atenciosamente,  Maria Alice Póvoa",positivo
13740,O Atendimento foi excelente,positivo
13741,Parabéns pela apidez e cordialidade no atendimento.,positivo
13742,MEUS PARABENS OTIMO ATENDIMENTO PROFICIONAIS BEM QUALIFICADOS  PRA AREA ESTAO TODOS DE PARABENS,positivo
13743,Serviço muito rápido e excelente,positivo
13744,Excelente serviço,positivo
13745,Não foi resolvido pois precisa ser feito um botão para ter acesso ao Sametime.,neutro
13746,Excelente.,positivo
13747,"a atendente disse que o gerente tem o perfil, mas não conseguimos mapeá-lo.",negativo
13748,otimo atendimento.,positivo
13749,Atendeu.,neutro
13750,"Como sempre, com rapidez e eficiência.",positivo
13751,"Foi resolvido, rápido e ainda se preocupou com outro chamado aberto por nós que está precisando de atendimento urgente.",positivo
13752,Excelente atenção e solicitação atendida prontamente.,positivo
13753,O atendimento foi resolvido muito rápido e com muita eficiência e cordialidade.,positivo
13754,"Fui informado que necessito de autorização gerencial, assim sendo minha solicitação ainda não foi atendida.",negativo
13755,Muito atencioso e prestativo,positivo
13756,"Sim em partes , faltou resetar o acesso ao IBM.",positivo
13757,Só recebo notas dizendo que não me encontraram no ramal. Enviei 02 notas informando o horário para o atendimento e continuam ligando no horário de almoço ou após as 17h que é o término do horário normal de trabalho.,negativo
13758,Eficiência.,neutro
13759,"Parebenizo a atendente do Notes, Ana Luiza, pela interesse e solução da nossa manifestação.  ",positivo
13760,Atendente muito educado.,positivo
13761,OTIMO ATENDIMENTO,positivo
13762,"Excelente trabalho, sempre correspondendo o chamado em tempo hábil. ",positivo
13763,Parabens pela rapidez de resolver o prpoblema dos usuários,positivo
13764,"Excelente atendimento. Apesar da dificuldade em solucionar os problemas, o técnico concluiu o chamado somente após encontrar uma solução satisfatória.",positivo
